date,INTC,ASML,AMAT,AMD,QCOM,TSM,TXN,AVGO,NVDA,InterestRate,CPI,Sentiment,INTC_return,ASML_return,AMAT_return,AMD_return,QCOM_return,TSM_return,TXN_return,AVGO_return,NVDA_return,InterestRate_return,CPI_return,Sentiment_return,INTC_return_volatility,ASML_return_volatility,AMAT_return_volatility,AMD_return_volatility,QCOM_return_volatility,TSM_return_volatility,TXN_return_volatility,AVGO_return_volatility,NVDA_return_volatility,InterestRate_return_volatility,CPI_return_volatility,Sentiment_return_volatility,Sentiment_avg,ChipInventoryIndex
12/13/2020,0.3623580621762706,-0.960741749,-0.972131912,-0.351884632,0.516739898,0.076407584,-0.323131104,-0.838148271,-0.831099236,-0.211931771,-1.1306779,0.8941852997164741,0.012268252,0.019868635,0.017980187,0.013911289,0.001026177,0.015177965,0.005766585,0.020621924,-0.009013641,-0.01169265,0.001989902,-0.372786501,0.004598589,0.007543512,0.023845513,0.006225948,0.012626332,0.004057856,0.006534664,0.002607333,0.008166536,0.012488848,0.004772899,0.6155225710982654,0.3581570632878716,105.3677545623966
12/20/2020,0.3892858003457518,-0.91089114,-0.943990127,-0.343072832,0.493162679,0.168217503,-0.293184436,-0.816993938,-0.834309784,-1.407306469,-1.187823451,0.4784059305245595,0.004979858,0.019375301,0.012690206,0.003262284,-0.003948234,0.020462514,0.004140112,0.017292572,-0.004569726,-0.030415328,-0.001625052,-0.409098929,0.007722206,0.005645689,0.019393869,0.010446288,0.011105084,0.00361743,0.005844635,0.003386721,0.004032089,0.020484709,0.004774278,0.6540500935326296,0.3184454731222255,105.04778667783702
12/27/2020,0.4205764703726427,-0.850825783,-0.893552439,-0.355527198,0.5010102103533248,0.3070556912972887,-0.241216564,-0.797811662,-0.83374978,-0.398279796,-0.966475257,0.1406115934479752,0.005758039,0.022901712,0.022459267,-0.004595833,0.001319354,0.030323635,0.007154911,0.01541397,0.00080074,0.02647923,0.00630474,-0.562474702,0.00555576,0.001618936,0.00653244,0.010664743,0.00532114,0.008011892,0.002094514,0.002249206,0.004063553,0.02638304,0.003521139,0.092492095,0.1927501296182889,107.38335481657174
1/3/2021,0.4859710199167013,-0.793164324,-0.827581018,-0.371698844,0.5487537919720641,0.4519491013026093,-0.177367726,-0.78318373,-0.832601748,-0.855746569,-1.172183328,0.9177805302768968,0.011964864,0.021492929,0.028730966,-0.005995113,0.008016242,0.030714772,0.008728226,0.011575884,0.001640237,-0.01169532,-0.005822547,2.957759743850949,0.003910628,0.001606908,0.006805023,0.009135951,0.004911179,0.007644244,0.001957024,0.003774683,0.004980678,0.023896228,0.005166331,1.7049230310180934,0.1607833619070468,105.88343494600508
1/10/2021,0.5929276430003892,-0.73013457,-0.746262797,-0.388834664,0.6234185050948581,0.6109846309312266,-0.101727668,-0.768557025,-0.83242736,-1.091440644,-1.086660872,0.435559276,0.019337863,0.022999597,0.034425515,-0.006390863,0.012436658,0.032708025,0.010250633,0.011442457,0.000248746,-0.006096918,0.002434882,-0.463707779,0.006663617,0.001691147,0.009310019,0.004527411,0.007230397,0.005493287,0.002611749,0.002900505,0.002792384,0.023679559,0.005221874,1.719265566251231,0.1355263315755775,105.4484934665473
1/17/2021,0.7677830127248852,-0.648051588,-0.64439605,-0.410028981,0.7175795176020612,0.7957793515460302,-0.00954129,-0.749568721,-0.833001707,-0.494072816,-1.031270902,0.084812758,0.031014273,0.029278733,0.041689414,-0.007955335,0.015491431,0.036802064,0.012366205,0.014686482,-0.000819044,0.015547461,0.001573159,-0.628912033,0.010856616,0.003475833,0.008192666,0.001381817,0.006151156,0.002966447,0.002221949,0.002066607,0.001031085,0.017981462,0.005066712,1.756041150612465,0.1138507305758626,110.07436585260072
1/24/2021,0.9105460246269156,-0.582959444,-0.57471472,-0.424154995,0.7617702310259805,0.9141365054699891,0.055421516,-0.734066968,-0.831630895,-0.349892407,-0.922721364,0.3866417262428829,0.024560299,0.022557695,0.027376097,-0.005344751,0.007159376,0.022734284,0.008607893,0.011816273,0.00195644,0.003695079,0.003078129,1.458413192047932,0.00806821,0.003521573,0.006516099,0.001109772,0.003902534,0.005908014,0.001752766,0.001545233,0.00128595,0.011955532,0.004138487,1.7053216364045494,0.1273998756331235,107.83313464369475
1/31/2021,1.0668929094917985,-0.507247592,-0.502617279,-0.436967475,0.743832882,1.014177962289423,0.1317218952582197,-0.714903301,-0.824389468,-0.474580654,-1.115105026,0.1371474671432642,0.026252439,0.025659146,0.027570554,-0.004873808,-0.002885388,0.018789012,0.010023892,0.014436991,0.010314876,-0.003183766,-0.005438665,-0.490371638,0.004818506,0.003090156,0.006792766,0.001365532,0.008062125,0.008405917,0.001550324,0.001702919,0.005057291,0.009624211,0.003948792,0.9956754318587446,0.08440957,108.55548037616273
2/7/2021,1.2049114385682511,-0.438379397,-0.428837229,-0.449671211,0.6441308593098242,1.0811096705516936,0.2129544246396497,-0.697002148,-0.811882307,-1.472699104,-0.913962101,1.3403621533884236,0.022582063,0.022755898,0.027456991,-0.004856111,-0.016084399,0.012338762,0.010565937,0.013293948,0.017633635,-0.025567167,0.005717383,4.640388282531965,0.003601845,0.00314786,0.007111214,0.001482594,0.013600086,0.010352388,0.001554164,0.001310144,0.008373425,0.017287675,0.004765886,2.456099058285124,0.1342380413896769,106.58548092312796
2/14/2021,1.311530081640096,-0.386350513,-0.344156429,-0.468156179,0.4942940329270334,1.1197979349447529,0.2836740186722475,-0.684259032,-0.800603228,-1.258123683,-0.982441377,0.9195344950049762,0.0170593,0.016809229,0.03067152,-0.007100516,-0.024567536,0.007045196,0.009102342,0.009339275,0.015626629,0.005640643,-0.001935422,-0.287744129,0.003995082,0.00370603,0.001603804,0.001062198,0.014035848,0.006936163,0.000883584,0.002200755,0.007001898,0.014318394,0.004999439,2.3738863619713357,0.1802070687317206,108.16003850156571
2/21/2021,1.366431206,-0.366321251,-0.277821227,-0.495742935,0.370994408,1.1172879139511818,0.3138961205790577,-0.680295918,-0.798320303,-0.980790434,-1.039337329,0.4591367073125154,0.008637002,0.006363979,0.023311709,-0.01067251,-0.020725623,-0.000453881,0.003854809,0.002877643,0.003114219,0.007249495,-0.001611162,-0.441976711,0.00766045,0.008525523,0.003020072,0.002741813,0.009446641,0.008153331,0.003081107,0.005218583,0.006487362,0.01511398,0.004688266,2.525021584424723,0.1841994456136801,109.38219347796473
2/28/2021,1.3981376807519708,-0.370038167,-0.21271835,-0.543723864,0.2353523918882575,1.0612140887880346,0.3123895253280201,-0.683877348,-0.806198764,-0.696434375,-0.92122447,1.0767740526387786,0.004945325,-0.001173522,0.022357452,-0.018762664,-0.023282825,-0.010144303,-0.000191427,-0.002593038,-0.010713924,0.007379573,0.003350082,1.0625451199589766,0.007996521,0.010669159,0.003848409,0.006099696,0.003744685,0.009758676,0.004942882,0.007015437,0.013102253,0.016181207,0.003769757,2.363411012616996,0.2359456962127897,107.71332320395646
3/7/2021,1.4187967299666735,-0.38775776,-0.171532927,-0.598784437,0.134814869,0.9618249029036532,0.2977229996219614,-0.692189574,-0.820924838,-1.50922672,-0.925754907,0.3811068535381995,0.003206378,-0.005601088,0.013834481,-0.021942824,-0.017668545,-0.018164744,-0.001863879,-0.00603389,-0.020242878,-0.020938965,-0.00012807,-0.580245662,0.006162596,0.009807671,0.006892906,0.00690195,0.00304702,0.011027097,0.004882292,0.006718446,0.015717769,0.013870333,0.002419009,0.7590614647734776,0.1831184711206037,110.2118175521787
3/14/2021,1.4688446806398534,-0.386280879,-0.1369535,-0.646622576,0.078033518,0.855333582,0.3256021862769151,-0.696534587,-0.832887371,-1.398289109,-0.968819976,-0.104970818,0.007742843,0.000469465,0.011456978,-0.019492243,-0.010158282,-0.019822834,0.003549611,-0.003173215,-0.016783788,0.002919071,-0.001217549,-0.965874841,0.002505814,0.004948707,0.005974787,0.004889694,0.005684273,0.008867008,0.002817607,0.003722859,0.010296892,0.013553598,0.002256771,0.8906520292675879,0.1266978573738666,108.93989570322903
3/21/2021,1.5581890925978272,-0.341716025,-0.080961485,-0.676353058,0.060631006,0.780317855,0.4313232457847922,-0.690046464,-0.834090911,-1.91933353,-0.906298883,0.9166012938483922,0.013716138,0.01415946,0.018341337,-0.012354878,-0.00314529,-0.014246207,0.013412919,0.004753437,-0.001717428,-0.013670195,0.001769771,59.48528193,0.004605178,0.008525207,0.00483864,0.004088413,0.008783531,0.004320783,0.006842526,0.004596452,0.008117542,0.013423155,0.002024249,29.83620297568008,0.1518909260891585,109.57972371467345
3/28/2021,1.665326050352582,-0.251782963,0.013623453,-0.683630195,0.073698906,0.763198518,0.6041849235874002,-0.674623772,-0.821529799,-1.998107089,-0.924631945,0.4082065287785513,0.0162251,0.028175221,0.030425204,-0.003061936,0.002369315,-0.003298112,0.021640839,0.011245776,0.01795529,-0.002095358,-0.000518033,-0.489431432,0.00587683,0.015054446,0.008438128,0.00847387,0.008686092,0.007433858,0.010438048,0.0078317,0.017404674,0.010845304,0.001277637,30.08260870637694,0.1150721906828446,109.27467191127411
4/4/2021,1.754373584426686,-0.137033565,0.1354563132916852,-0.668687473,0.1127331842889778,0.8084818232969537,0.7876005360080987,-0.656665233,-0.796907549,-0.96858369,-0.874412724,-0.369523547,0.013270279,0.034964814,0.038032904,0.006306627,0.007060498,0.008752887,0.02247571,0.012949218,0.034575095,0.027442582,0.001419769,-1.466444413,0.00357545,0.015330679,0.0119203,0.011213307,0.00741162,0.012631913,0.008819035,0.007319466,0.022457209,0.017316846,0.00145718,30.232231235147648,0.073734164,113.09893183362887
4/11/2021,1.7769012775551325,-0.049474482,0.2233550486149579,-0.650031253,0.1492447597401689,0.8604208506667012,0.8880897391676805,-0.647058739,-0.773453413,-0.702321329,-0.820616053,-0.047765991,0.003313215,0.025778428,0.026434223,0.007824575,0.006557891,0.009952272,0.012043245,0.006838325,0.031834135,0.006907819,0.001518752,-1.300665347,0.005695798,0.00866284,0.008203693,0.009355975,0.00473044,0.011389408,0.005426448,0.00380064,0.016598754,0.017375547,0.001054076,30.28840635155408,0.076884496,110.42665430273581
4/18/2021,1.7103132144718258,0.035098675,0.2862399317641026,-0.63221068,0.173722879,0.8991444307797144,0.9148803615382072,-0.648059666,-0.74778199,-1.465483789,-0.739851618,-0.421905963,-0.009760964,0.024273601,0.018424642,0.00741607,0.004367902,0.007346882,0.003172545,-0.000707665,0.033768647,-0.019663394,0.00227663,-5.030226589,0.01173044,0.00472601,0.008169992,0.005162175,0.002157245,0.006084944,0.009101403,0.006096498,0.007803888,0.01959775,0.001191361,2.018025616351712,0.003171456,108.96963944718637
4/25/2021,1.5547059311741445,0.084041765,0.2886675364006277,-0.627448308,0.1634867275099814,0.8870802828105647,0.8541685919854018,-0.66272498,-0.733424926,-0.907254947,-0.928404824,-0.715408131,-0.023034893,0.013714408,0.000698396,0.001967282,-0.001818606,-0.002272193,-0.007166751,-0.010375855,0.018268632,0.014671635,-0.005302964,0.9791185727995692,0.015782377,0.008706191,0.015688596,0.002685284,0.004078151,0.005580621,0.012631767,0.010060883,0.007648963,0.019893355,0.003541416,2.482070296469016,-0.058707217,111.88209625334024
5/2/2021,1.3720418294322374,0.09890894,0.2474997239179972,-0.64097979,0.1236284003000239,0.8332575655470882,0.7717260850964351,-0.682590461,-0.730723546,-1.244674069,-0.671797342,0.2694351294447336,-0.027677728,0.00410959,-0.011835279,-0.005578727,-0.007094334,-0.010160195,-0.009802217,-0.014202388,0.003375698,-0.00873998,0.007255431,-1.660042773,0.013977241,0.010114676,0.017267543,0.006255794,0.00618354,0.009228497,0.010029659,0.009514048,0.014093229,0.015431242,0.005163749,2.477763352338185,-0.023519073,108.89173125650396
5/9/2021,1.2318947776869638,0.095163027,0.1980380087514659,-0.671611741,0.064287074,0.7651068992587529,0.727229331,-0.698370261,-0.733596562,-1.76733858,-0.950988984,0.6525103415741894,-0.021839916,-0.001031209,-0.014389991,-0.012699715,-0.010637555,-0.012996955,-0.00534293,-0.011443951,-0.003578099,-0.013657656,-0.007837124,0.9782821553533484,0.007638568,0.011159939,0.014994337,0.008784315,0.006538228,0.009120418,0.005611863,0.005875383,0.016598684,0.015025312,0.006930892,2.850416304519997,0.015045901,111.09356267678984
5/16/2021,1.1630532128668152,0.1032237681165532,0.1821725324974168,-0.702869285,0.00842491,0.7212082716070294,0.7472954849421397,-0.703081104,-0.732600222,-1.226239148,-0.807243713,-0.912253634,-0.010967504,0.002221324,-0.004683164,-0.013125774,-0.010121547,-0.008482111,0.002422378,-0.003455985,0.001245314,0.01433516,0.004066913,-2.019950311,0.007071815,0.006340012,0.006865466,0.007116362,0.004046919,0.004537356,0.005258718,0.004569551,0.009420862,0.014975004,0.007254813,1.6339950344487355,-0.011958074,107.88052387115101
5/23/2021,1.1632652605193403,0.1458637211120391,0.2215009861849552,-0.71463562,-0.015053307,0.7208055809974199,0.8197809289431014,-0.695204241,-0.720351677,-0.589491401,-0.739686308,-0.084536563,3.4157019776159814e-05,0.011724386,0.011663577,-0.005006676,-0.004297465,-7.85E-05,0.008729268,0.005798692,0.01529027,0.016630733,0.001903626,-1.047598203,0.012243982,0.005412723,0.011726403,0.00440906,0.002942842,0.005555751,0.008220125,0.008990285,0.008017649,0.015563238,0.006505522,1.3386696751370517,0.022784704,108.84997220584526
5/30/2021,1.1990509963867335,0.2216253920727038,0.2940567552229177,-0.69922367,-0.007187531,0.7481569249241523,0.9024975637727688,-0.680664507,-0.695733714,-1.391156442,-0.747398896,-0.697734647,0.005764234,0.020590207,0.021269669,0.006590914,0.00144597,0.005330467,0.009875186,0.010641972,0.030268615,-0.020595564,-0.000216912,-16.30508504,0.012221889,0.009777085,0.016014745,0.009222547,0.005680295,0.008235242,0.006991376,0.009818194,0.015244793,0.01906205,0.005181567,7.903637443752953,-0.03047838,111.14222580475307
6/6/2021,1.2253474025710858,0.2891198869785794,0.3478384635596987,-0.668688971,0.010974899,0.7686036852967242,0.9481926274714662,-0.669785858,-0.669466303,-0.519519481,-0.797967396,-0.685166827,0.004211452,0.017973313,0.015437712,0.012972651,0.003333989,0.003963713,0.005401993,0.007878496,0.031347813,0.022864111,-0.001422516,-0.021834663,0.007550293,0.008166747,0.011128597,0.011670055,0.006079814,0.006216717,0.003373829,0.006112089,0.014227712,0.019603494,0.002418301,7.681093385638072,-0.104145706,111.94180771256474
6/13/2021,1.233640982412321,0.3586951742166199,0.3863800602423947,-0.61685741,0.035443341,0.7710735015617289,0.971742591,-0.660921793,-0.633067183,-2.680268529,-0.753802793,-0.793877163,0.001322673,0.018200293,0.010894938,0.021738603,0.004476627,0.000476897,0.002769078,0.00636932,0.042118772,-0.055412159,0.001244141,0.1930834733410922,0.00262087,0.003788146,0.004738103,0.011254966,0.003897285,0.002637666,0.003231953,0.002165612,0.011028631,0.03633518,0.001491477,8.024765745905457,-0.097626586,111.06088686252596
6/20/2021,1.2065163271813302,0.3954920516499234,0.3878503866922583,-0.561477553,0.062913928,0.7528138100144002,0.9760681891633788,-0.656730468,-0.596293592,-0.829927037,-0.759902324,-0.977222438,-0.004320167,0.009453685,0.000411152,0.022732614,0.005003486,-0.003524083,0.000507213,0.002992637,0.040832281,0.050235448,-0.000171614,0.2729437508212735,0.004442306,0.004879555,0.00881792,0.00765844,0.001575221,0.003958756,0.0040236,0.003187945,0.006196811,0.046686679,0.001090504,8.227516370032136,-0.146787761,110.58273341703786
6/27/2021,1.1515695204495189,0.4036797898369229,0.3656178256397606,-0.509495095,0.093173003,0.7345852994489802,0.98078495,-0.655364861,-0.562514485,-1.167620528,-0.752454846,-0.622029786,-0.008789396,0.002083856,-0.006214411,0.020863745,0.005483942,-0.003530506,0.0005528,0.000972145,0.036035871,-0.008729601,0.000209575,-0.415392062,0.005803915,0.007722626,0.009839489,0.004468541,0.000923681,0.003610811,0.00231725,0.003141931,0.004912644,0.045361586,0.001101496,0.3080040418058806,-0.142618612,110.23968904090322
7/4/2021,1.0873042735058214,0.413020799,0.346004223,-0.463166862,0.1276171130179306,0.7391912962634473,1.0007885999831965,-0.653694547,-0.535862327,-1.316808283,-0.634675805,-1.079195197,-0.010371147,0.002372431,-0.005516647,0.018214338,0.006208362,0.000895252,0.002343112,0.001187904,0.027443812,-0.003890566,0.003313651,0.9145403615582752,0.005243498,0.007590047,0.007913614,0.001938658,0.000735896,0.002438579,0.001182765,0.002496073,0.006646373,0.04322911,0.001562189,0.5440046596154565,-0.16431818,108.39162046020321
7/11/2021,1.035589016099946,0.4413425822358791,0.342491535,-0.430369823,0.1582291137449024,0.7551090880881985,1.0233795424947167,-0.6505533,-0.522638116,-1.052945945,-0.655701594,-0.635869196,-0.008433288,0.007176145,-0.000993481,0.012663772,0.005483601,0.003091121,0.002639987,0.002231359,0.013253291,0.006907962,-0.000589596,-0.463220946,0.002580216,0.003637033,0.003281437,0.004381369,0.000496919,0.003310924,0.001139116,0.000941629,0.012100611,0.026876773,0.00177896,0.6517044918183791,-0.155616511,109.43079885035948
7/18/2021,0.9769146264765964,0.5136018059262927,0.3559974060037658,-0.381984229,0.201638732,0.7711260478692138,1.048307259589429,-0.644109702,-0.5165254,-2.081662933,-0.716778705,-0.83674211,-0.009649502,0.018178517,0.003823619,0.018449273,0.007733661,0.003100794,0.002905393,0.004566967,0.006046028,-0.026747221,-0.001713707,0.3910126461134162,0.00087196,0.007522261,0.004649472,0.003469205,0.001060684,0.00312375,0.001063446,0.001646128,0.013550648,0.014036531,0.002155347,0.6660404720467573,-0.147880107,109.70408396070147
7/25/2021,0.9243620704662124,0.6149277283228617,0.3797371682624738,-0.300638664,0.2486657242835931,0.7598886932627487,1.0635017222572785,-0.635628212,-0.515263942,-1.085288938,-0.587965822,-0.97620297,-0.008726925,0.025035818,0.006695314,0.030454934,0.00831382,-0.002168764,0.001765825,0.005984016,0.001240197,0.026618249,0.003620448,0.195159945,0.000884877,0.010302022,0.005380522,0.007499053,0.00131321,0.002491806,0.000489112,0.002180502,0.011420816,0.022246466,0.002708706,0.5694554694124825,-0.167384807,111.84875929965783
8/1/2021,0.8804167603745289,0.7193865707461523,0.396263995,-0.182076189,0.3000886910446912,0.7257933171833765,1.0735585792561848,-0.62572996,-0.509304897,-0.710385437,-0.616157215,-1.331908566,-0.007361844,0.025179517,0.004630053,0.043076661,0.009016019,-0.006594572,0.001166698,0.006942053,0.005851356,0.009755906,-0.000789496,0.4164885000219711,0.000942575,0.008466595,0.003254592,0.013493497,0.001528207,0.004680058,0.000800302,0.002047255,0.004961892,0.022349437,0.002376676,0.410798284,-0.181302005,110.63036462567955
8/8/2021,0.8466374530883933,0.8000790568360306,0.3915834386717834,-0.052480411,0.3504827089911233,0.6875976896059909,1.0808445808162628,-0.616177011,-0.491029314,-0.045990103,-0.565454246,-1.232198627,-0.005700775,0.018972972,-0.001305232,0.045140816,0.008756662,-0.007436666,0.000844266,0.006653688,0.01784092,0.01712215,0.001421052,-0.082420968,0.001718943,0.003785583,0.003399801,0.01239061,0.000561547,0.004837821,0.000907474,0.001058809,0.007087841,0.023333898,0.002385819,0.230596118,-0.214142511,107.30636444815693
